,Habituality,Sentence
1716,-1,"Just tryna educate myself now to, uh- where I can be an example of the knowledge and the things that I'm reading.
"
1717,1,"Like can you give some examples please, cause you'd- you be helping me also.
"
1718,-1,"Like can you give me some examples, some foods that- that are perceived to be good but really not?
"
1719,-1,"And both 'em sposta be party wings.
"
1720,-1,"So it's- You gotta be - you- it takes strength to really like, restrain.
"
1721,-1,"But that's what- the point of what I was saying was I'm tryna get myself in, uh, physical- Um, I wanna be physically, mentally, spiritually, everything balanced.
"
1722,-1,"And it's- it's tight to go and be able to do that.
"
1723,-1,"It's- it's- it's just tight to be able to see different people playing different instruments, you know what I mean?
"
1724,-1,"Hand eye coordination gotta be good.
"
1725,-1,"You gotta be able to get a beat .
"
1726,-1,"To be honest with you, I don't even know what's in mumbo sauce but it's just the taste, and it's different- it's different styles of mumbo sauce in the area, too.
"
1727,-1,"Yeah like it- it's true like, you know what I'm saying, I might be thinking something and he might just say it.
"
1728,1,"It be crazy.
"
1729,1,"You know what I mean, it be crazy.
"
1730,-1,"It's- I know he was going to PG for his medical assistant, and then he supposed to be going to school, uh, I think in the fall for something.
"
1731,-1,"Like regardless of what the situation is or what needs to be done, it's no- You know, family's first and, you know, just gotta get the job done and, you know, priorities, and basically, you know, just, you know, leave her- paddle her legacy to me, you know.
"
1732,-1,"Just be like, damn I'm blown out, you know what I'm saying.
"
1733,-1,"she ever- you know what I'm saying, like is there was anything that she used to do like that wise or that y'all used to do together like once a week, or- or once a month or once a year or whatever the case may be that was exciting?
"
1734,-1,"And so just like what I- like I said man what's understood ain't gotta be explained, big dog, you know.
"
1735,-1,"Well I don't wanna know then if you got to do all-  You know, I could be honest with you player, you know.
"
1736,-1,"Um, well, I guess, the fifth one have to be, uh- Cause you said, the g- you said Godfather.
"
1737,-1,"Uh, I think the powerful movie that I seen, um, would have to be, um, I can't even- What was it?
"
1738,-1,"I was more so like try to be like more I guess, realistic with it, you know what I'm saying, w- with the movie, and the situation and the plot or somewhats- You know what I'm saying, just try to use that movie add to my, you know, everyday life.
"
1739,-1,"Uh, it probably have to be - Uh, what was that s- joint called?
"
1740,1,"It be like, damn.
"
1741,1,"they definitely treat my brother like the baby, trying to- I be like, god damn, cuz and- Ah yeah, that's just like they treat my brother Brandie like that   and we twins, you know what I'm saying, like.
"
1742,1,"I'm like, it's all good that joint crazy, it just throws me off though when I get to thinking about certain things, just be like, yeah that's crazy.
"
1743,1,"Like I'm more so mature, he more so, you know, whatever it- it is he- And it be just like- like time, you know what I'm saying, flipped.
"
1744,1,"They be like, oh, my brother on they line, or he- they on his- my brother line and just like, alright cool.
"
1745,1,"So it be like now, like I say, to give you a story and everything, I'm about talk to a little youngin and everything, and it just like everything's cool, everything was sweet, you know what I'm saying.
"
1746,-1,"And it was just like, me and my brother used to play so many games and just be like, man I know if I- you talk to shorty I can talk to her too.
"
1747,-1,"So my brother just going with it, you know what I'm saying, like my brother said he told her like his name was Shauntel but she just kept saying his name was d- like- She ain't even say his name was Shauntel but like his name was Shauntel b- just because she would like be talking like, you know what I'm saying, everything at the same style, everything was like from the outside looking in you wouldn't even know.
"
1748,1,"it's a good story cause it- don't nobody get it like I'm around a twin right now, I don't- I don't be around- you know what I'm saying, so I don't under g- I love the stories, you know what I'm saying, hearing about how Yeah.
"
1749,1,"And it's just like, you know what I'm saying, I tell them my name off buck and they just like- they think it's funny or they think I'm playing because, you know, similar or the like the, you know, the sim- you know, the quote, my name Antonia, I ain't in it, so they be like, yeah what's your real fucking name?
"
1750,1,"So it's just like, I tell 'em one thing, and then it's like, some notes might just pop up or red flag the joint, and they be like, oh, oh yeah get your dumbass on the ground like really do some big bama shit, you know what I'm saying.
"
1751,1,"Just be like- like dog like nah I just told you r- my real name, like you- you really lunching, you know what I'm saying.
"
1752,1,"They be like, nah this nigga fit the description such and such, like nah this- this cuz right here.
"
1753,1,"And it be like- like I say, like I gotta really have ID, have another bank card just to show what's really up.
"
1754,1,"Cause it really be like, nah like I saw the guy .
"
1755,1,"Then it be like, Right.
"
1756,-1,"Yeah, but it was just like, you know, it- like, I just know like on the scale like that, as small as that, I know it could be bigger and better, you know what I'm saying, if I was really fluking and wanted to swindle or whatever, take advantage or whatever.
"
1757,1,"They be like, yeah, what's up man.
"
1758,1,"Like, it be crazy like- So somebody can start a conversation with him and try to fini- Yeah.
"
1759,1,"So they be like, oh yeah, damn, you know, matter of fact he did say something about the other, whatever the case may've been.
"
1760,-1,"Yeah but nah I'm not- dog like, What- like, If- like, dog, son- That's one thing that we gotta discuss, you know what I'm saying, later and everything, but I think it's some money to be made right there, or whatever, you know, definitely.
"
1761,1,"I might do the same but it still be like, yeah I still love you at the end of the day, you know what I mean.
"
1762,-1,"Oh man, you know,  man, I wanna tell the kids man, listen to your parents, stay in school, um, you know, you- you the future, so, you know what I'm saying, definitely, you know, you got what it take to be who you want.
"
1763,-1,"And, you know, don't let nobody, you know, sell you short or whatever the case may be.
"
1764,-1,"It's a tool, it's a- it's a- it's supposed to be used, it's supposed to- it's supposed to- you supposed to- I'm trying to tell you man, like I say, like, you know, like I say, your mind is your best weapon I'm talking about your brain.
"
1765,-1,"Nah yeah, I- I seen a little bit, you know, I just- I would just like- you know I've seen a little- an inside or whatever the case may be, but, you know, I'm still curious, I wanna, you know, get another glimpse, you know, I wanna go another- you know, I wanna peel that layer, you know what I'm saying, I wanna go another layer in past.
"
1766,1,"Just a little sort of I know what the- you know, couple notes and everything, but other than that, I be like, yeah I don't know, you ain't nowhere.
"
1767,-1,"It's like- it's like how them cats say- So it can be used in a lot of different terms?
"
1768,1,"you know, I might crack a joke and it be like, yeah man, you know, I seen you on, you know, four ninety-five, you know, you wasn't nowhere going fast, you know what I'm saying, you seen- you know, you seen my rear view, you know what I'm saying, shorty, look man look, you ain't nowhere, you know.
"
